,id,count,hate_speech,offensive_language,neither,class,tweet
8768,9012,3,0,3,0,1,Does SZA have freckles on her pussy too?
24054,24552,3,0,2,1,1,if uckin love freebees like pom I'm so duck to have here in hm life
8247,8475,3,0,3,0,1,But I have the hoes &#128542; http://t.co/XmFcV9rmV5
15841,16210,6,0,6,0,1,"RT @JoeBudden: Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;"
5811,5976,3,0,3,0,1,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK
11867,12169,3,0,3,0,1,Is this bitch for real? I'm heated bruh.
1555,1589,3,0,3,0,1,&#8220;@ThatDamnTwerk1 Beef is when a bitch titties looking like they sleep... RT @laidback_813: What's beef...&#8221; http://t.co/P2lR0nko6o
572,581,3,1,2,0,1,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
10343,10621,3,0,3,0,1,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus"
20004,20446,3,0,3,0,1,RT @shardae85yahoo: Jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa&#8230;
7700,7917,4,1,3,0,1,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.
22543,23019,3,0,3,0,1,Weazy bitch birdman jr http://t.co/wXNX94BzoC
9089,9343,3,0,2,1,1,Fight me RT @rob_b1991: 0 cuz they're trash RT @Markie__Marc: How many 50-cent corn dogs did you order today?
15799,16168,3,1,2,0,1,"RT @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies,&#8217; &#8216;homos&#8217; http://t.co/mje5KVl7rf http://t.co/&#8230;"
12687,13002,3,0,3,0,1,Lying bitch http://t.co/TCjHTFxBhc
3176,3258,3,0,3,0,1,@FixUpMayte @TheRealYoungZel @DivaMonRoe2uHoE I'm destroying this bitch dawg
20751,21200,3,0,3,0,1,She said to bring a bitch of mine &#128514;done &#128514;&#128514;&#128514;
17142,17533,3,0,3,0,1,"RT @RudeComedian: some bitches be like ""Im far from ugly"" naw hoe, you're closer than you think"
15995,16364,3,0,3,0,1,RT @KeyanaLatricee_: @SkinnyBee__ bitches love us lol
17320,17715,3,1,2,0,1,"RT @SimplyShaay: &#58386;&#58386;""@VibinWitTheGods: If I don't text you no more thats Cuz you a boring bitch just so y'all hoes know."""
12416,12728,3,0,3,0,1,"Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one."
13643,13978,3,0,3,0,1,One of my nigs hollered at cici... Ima keep it low key tho on which one it was lol
22656,23134,3,0,3,0,1,"When Chief Keef said ""I aint done turning up bitch!"" http://t.co/bx2mXV2osO"
22190,22659,3,0,3,0,1,Time for bed &#127769;&#9729;&#65039;&#127776;&#9996;&#65039;peace bitches!
23168,23652,3,0,3,0,1,"Yet you won't tag @AnthonyCumia 
What a pussy.
""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA"""
5996,6167,3,0,3,0,1,@garcialaura_ haha ya hit that hoe right there
12027,12332,3,0,3,0,1,"Jai's hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot, I'll call someone a fag."
12987,13306,6,0,6,0,1,My bitch say I'm in the dog house fuck you mean
1233,1260,3,0,3,0,1,&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty
6045,6219,3,0,3,0,1,@gregorykohler yo girl whats yr potential? I wanna retard it
11383,11675,3,0,3,0,1,"I'm sippin on Patron nigga , my bitch bad to the bone nigga . She fucked up , I'm fucked up , she like "" how we gon get home nigga ? """
2028,2069,3,1,2,0,1,' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU
11968,12272,3,0,2,1,1,It's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas
15578,15943,3,0,3,0,1,RT @I_Dnt_Giv3A_Fuk: Good pussy will make a nigga cum quick shit be over faster than a vine video
9617,9878,3,0,3,0,1,Hah a big LOL to all the tacky faggots
18693,19108,6,0,6,0,1,RT @brookebrooklyn_: Spineless bitches in backless dressess
5583,5742,3,0,3,0,1,@badnewsbridget lol fag
21115,21569,3,0,3,0,1,Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.
12589,12902,6,0,6,0,1,"Lol Sam said ""Betty Boop"" is a hoe &#128514;"
2634,2696,3,0,3,0,1,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate
2378,2427,3,0,2,1,1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI"
20457,20903,3,1,2,0,1,"RT, If You Agree!
#NorthKorea says #barackobama looks like;
""A monkey, who belongs in an African zoo"" 
ROFL! http://t.co/tooV1uty6h"
19916,20357,3,0,3,0,1,RT @riZkybiZneZZ: Joseline in the audience mad than a bitch
20895,21346,3,0,3,0,1,"Smellin good, bitches wanna hug me"
10025,10297,3,0,3,0,1,I am out! I can't listen to Joe bitch about things he did himself and tell half truths. #msnbc your viewers deserve better #morningjoe
17438,17835,6,0,5,1,1,"RT @SteveStfler: Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part of&#8230;"
20018,20461,3,0,3,0,1,RT @silent_musings: Over-thinking can and will fuck up the simplest things. Lighten up bitches.
7398,7609,3,0,3,0,1,@zramsin @BetoDavidThomas go fuck your self pussy &#128536;
6046,6220,3,0,3,0,1,@greyyygoose @JawShoeeAhhh no bitch lol
1158,1184,3,0,3,0,1,&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me
18286,18692,3,1,2,0,1,RT @_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;
4691,4829,3,1,2,0,1,@SheanXIV &#128514; yea ion do Brussel sprouts .. I barely do cordon Bleu but I wanted to try something dif .. I get tired of nigger foods
16496,16874,3,1,2,0,1,"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?"""
19791,20231,3,0,3,0,1,RT @ohhdatsbrucie: I can't be worried bout no bitch cause that bitch could be somewhere sucking dick
6745,6933,3,0,3,0,1,@mynamesryann @Caroline_Poe why would i need to call her and bitch/cunt to your face? Im talking to her not you dumbass
22278,22749,3,0,3,0,1,Truuuuuuuuuuu facts both then niggaz is pussy nd I'll tag em both @meekmill nd cassidy r/p by my nigga let http://t.co/NhYODSpP
101,102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"
5166,5318,3,0,3,0,1,@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas&#8230;. @ your dope female followers and state how much you&#8217;d pay for their pussy
24399,24904,3,0,3,0,1,same hoe that said i couldnt get it tryna kick it
5607,5766,3,0,3,0,1,@bigDickdoane positive thoughts nig nog &#128522;
5724,5888,3,0,3,0,1,@charmarie hoe you are doing good too!
20810,21261,3,0,2,1,1,ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.
6391,6574,6,1,5,0,1,@keongetsbitches fag &#128155;
17853,18255,3,0,3,0,1,"RT @TroyMadden: If I see a bitch walking around wearing what Rihanna had on ima grab a titty and hoe I dare you to get mad, we can fight ab&#8230;"
1646,1681,3,1,2,0,1,&#8220;@_KingRichyyyy: @NoFly_Zone8 @1017_Sqquad you a bitch&#8221;they need to lock yo ass up for sayin some stupid shit like that
21395,21857,3,0,3,0,1,That hate shit dont mean nothing bitch im feeling myself http://t.co/idmcA55SiD
1276,1304,3,0,3,0,1,"&#8220;@GdoubleT: @BrianMC630 find a loyal ho&#8221;

@finntasticccc &#128521;"
24616,25127,3,0,3,0,1,tryna get grey to call off work but he's being a bitch lol
17078,17468,3,0,3,0,1,RT @RedHeadRay_: I swear I saw more then 3 bitches jump this girl &#128583;
24694,25206,3,0,3,0,1,why do hoes think its a good idea to air out their dirty laundry at a public place? bitch im tryna enjoy my burrito
13946,14286,3,0,3,0,1,Pussy's don't get pussy.
12831,13150,3,0,3,0,1,"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa"
6016,6187,3,1,2,0,1,@gezus__ @MANIAC3X @Buckm00se but Never to moose lol log off faggot your finished
21164,21621,3,0,3,0,1,Still waiting for oomf to hit that hoe lololol
8464,8698,3,0,3,0,1,Chill bitch we ain't in love
2376,2425,3,0,3,0,1,"@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill"
20870,21321,3,0,3,0,1,Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.
1199,1225,3,0,3,0,1,&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority
8734,8978,3,0,3,0,1,"Difference between ""niggers"" and ""niggas"". #Tupac my OG &#128175; https://t.co/L2Fm9cFgFW"
6081,6256,3,0,2,1,1,"@hellobaphomet 
Are you sure you ain't colored?"
6094,6270,3,0,3,0,1,@hi_imkadie I wouldn't know cause i don't fuck with these hoes
956,978,3,0,3,0,1,"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 

bitch he follow everybody shut yo ass up"
9338,9595,3,0,3,0,1,Fucking trash @carmeloanthony
16175,16545,3,0,3,0,1,"RT @LeoGarris: Y'all save hoes, I'd ratha save paper. &#128175;"
3200,3282,3,0,3,0,1,@FreeBlazeGawd lmsoooo dawg I ain't got no bitches mane. I low key got a chick but I can't say it on Twitter. You know how these wolves is
2994,3068,3,1,2,0,1,"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot"
6749,6937,3,0,3,0,1,"@n0tsteven whatever you wall hackin pussy bich I'll fuk u up like I did ur mum, ur sis, ur step sis, ur mums mum, ur mums aunt 420 bich bich"
20674,21123,3,0,3,0,1,Seen niccas come up ... I seen niccas fall
7939,8160,3,0,3,0,1,Ball is life? No bitch bench is life &#128075;
15949,16318,3,0,2,1,1,"RT @Kamri_noToyota: &#8220;@Felz_: KING was fire RT @viaNAWF: King, TI vs tip and that troubleman albums all trash.&#8221; Most def"
6452,6635,3,0,3,0,1,@kieffer_jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy!
14521,14869,3,0,3,0,1,RT @Bubzayy: Just this one eye can take your bitch http://t.co/x1r34fMeAE
19003,19426,3,0,3,0,1,RT @fierce_swagg: Unfollow me bitch. I won't cry about it. &#128536;&#128536;
12493,12805,6,0,5,1,1,"Lmao drake is on some bullshit with Serena Williams, wallah she looks like a tranny"
8967,9214,3,0,3,0,1,"Even these pretty bitches mad self conscious, if that Instagram pic don't get enuff love it gets #takendown"
18139,18544,3,0,3,0,1,RT @YaboySkeete: Lmaoooooo RT @ItsMeGrizz: Nymphos are stupid. Go hose your pussy down you weird bitch
20213,20658,3,0,3,0,1,RT @tr4pb0y: when the pussy so good &amp; u forget to pull out http://t.co/653Te4sUhr
24739,25252,3,0,3,0,1,yeah I'm small den a hoe http://t.co/VV3qdTo7MG
4276,4403,3,0,3,0,1,@NikkiNigro22 lucky bitch!&#128545;
828,845,3,0,2,1,1,#bslfe in this bitch #PullUp 40st and Washington space A-80 http://t.co/H2HV64h9wh
18646,19058,6,0,5,1,1,RT @benjibrown1: U hoes are super basic that give S/Os to ppl liking yall IG pics..
6735,6923,3,0,3,0,1,@msteffens32 @StonerBoii2cold back in high school w/ one. fuck these hoes now nigga lol thats what they for
23200,23684,3,0,3,0,1,Yo pussy been through it for the 9 scrapehouse visits. .
5700,5863,3,0,3,0,1,@caylanashlee cause everyone just loves yo bitch ass rite? Yea sure...
19632,20069,3,0,3,0,1,RT @marleylowkey_: &#8220;@_100D: All These hoes sooo average &#128553;&#128533;&#8221; of course
21075,21528,6,0,6,0,1,Someone tell this bitch to stfu
7711,7929,6,2,3,1,1,An awesome Friday. Not a day for pre-weekend news-dumps anymore. Another weekend to celebrate progress my fellow queer folk!
11789,12088,3,0,3,0,1,Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch
12981,13300,6,1,5,0,1,My bitch from magic city she shaking ass &amp; titties http://t.co/LPFjVIWrQn
21530,21992,3,0,3,0,1,The bitch who just rolled her eyes at me bc she didn't get tipped doesn't listen when u ask for sweet potato fries instead of regular
19464,19897,3,0,2,1,1,"RT @kreptplaydirty: Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL"
1008,1031,3,0,3,0,1,&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA
12958,13277,6,0,6,0,1,My bad dawg. That's yo hoe &#128564;
4025,4145,3,1,2,0,1,@Marcfoor4 bring yo bitch ass whith em jump in want to and get yo ass beat up
21549,22011,3,0,3,0,1,The emoji I use when I'm flirting wit bitches ---&gt; &#128520;
12644,12958,3,0,2,1,1,Look at this pussy @YatchakHannah http://t.co/cPyO5YP005
15171,15529,3,1,2,0,1,"RT @Faz____: I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&#8230;"
1155,1181,3,0,3,0,1,"&#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;"
11404,11696,3,0,3,0,1,I'm such a bitch to Austin &#128514;&#128514;
17751,18152,6,0,6,0,1,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw
10285,10563,3,0,3,0,1,I feel like a bitch that just got her heartbroken a day before her wedding
24658,25170,3,1,2,0,1,what a broke niggah gone tell her.
1843,1881,3,0,3,0,1,&#8220;@lopezbrittaney: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it&#8221; &#128079;&#128079;&#128588;&#128075;&#128588;
5740,5904,3,0,3,0,1,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol"
21554,22016,3,0,3,0,1,The fuck does a yellow cloud do?
13823,14162,3,0,2,1,1,Photo: Good morning ig &#8230;. Giving u white trash body &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas... http://t.co/dE9O4tttHS
10011,10283,3,0,3,0,1,I always felt funny about a chick calling me daddy.It sound sexy and all but bitch you need to go and find your dad...
11959,12263,3,0,3,0,1,It's my mans @weaselfbaby birthday!!! All the big booty bitches show him some love &#128514;&#8230; http://t.co/xddlyR1APq
9416,9674,3,0,3,0,1,Gettin bitches was never hard I just settled down cause that start got corny an my girl thurl &#128175;
22522,22998,3,1,2,0,1,"We got gin, mad blunts and bitches sucking dick"
2627,2689,3,0,3,0,1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
13513,13846,3,0,3,0,1,OMG&gt; I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies.... #Game6 #torturebaseball
8751,8995,3,1,2,0,1,Disgusting &#8220;@ToneDaGawd: GTFOHHHHH RT &#8220;@hiitaylorblake: Mom just bought me a pet nigger &#128525; http://t.co/xEJ8Yv16MN&#8221;&#8221;
1385,1414,3,0,3,0,1,&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;
15152,15510,3,0,2,1,1,RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep
11654,11950,3,0,3,0,1,If you know a guy has a newborn baby why the fuck are you trying to talk to him? Desperate ass hoe
12446,12758,3,1,2,0,1,Lil 16 y/o in trouble for beatin a bitch showing the judge zero respect. Lol brooklyn niggas and they temper
14655,15005,3,0,3,0,1,RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!
5265,5420,3,0,3,0,1,@Zhugstubble eat bitch
10911,11194,3,0,3,0,1,I swear I hate when Im somewhere and a woman catches my rubberband that clearly says KAPPA ALPHA PSI and ask me am I a kappa. Yes bitch lol
15157,15515,3,0,3,0,1,RT @Faceyspace: Dorks are fucking bitch-magnets. Sorry.
6748,6936,3,0,3,0,1,"@n0tsteven ily 2, I'm at work bitch do you even have any battle ready blades?"
4967,5113,3,1,2,0,1,"@TheRealTahiry lmao, your just a dumb hoe that budden made popular, please stop, your irrelevant and no one cares about you slut."
17420,17817,3,0,3,0,1,"RT @StephGhost: ""You don't get bitches"" RT @dondonboi: Take Care the mos overrated album that has been released in the last 5 years"
4600,4736,3,0,3,0,1,@SAULSOF1LTHY pussy boi
11755,12054,6,1,5,0,1,Im start askin dese hoe niggas if they got sand in they pussy....
2959,3031,3,0,3,0,1,@DaniCim choke on bread bitch
16736,17121,3,0,3,0,1,RT @OGBEARD: If I got $50 and my girl got $0 then I still got $50 cause that bitch should have a job.
1189,1215,6,1,5,0,1,"&#8220;@CiscoAllDay: If Miley really got knocked up by Juicy J that shit is wild.... &#128563;&#8221; didn't he say ""u say no to ratchet pussy Juicy J can't"""
9232,9488,3,0,3,0,1,"Fuck all that huggin and kisses, I fuck all they bitches"
17074,17464,3,0,3,0,1,"RT @Realistt__: &#128525; &#8220;@Squirtology: Crazy things about the pussy that you should know &#128520;&#128520;

Make sure u know &#128073;&#128073; http://t.co/xOO7AjnD8y &#128072;&#128072; http:/&#8230;"
15399,15762,3,0,3,0,1,"RT @GvldRve: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221; You ain't lyi&#8230;"
18844,19261,3,0,3,0,1,RT @danstfler: Hoes find a way to hoe...... no matter what http://t.co/kHsAmPbA68
23988,24485,3,0,3,0,1,i just fell in love with a bitch with a stupid bootyyyyyy &#128553;&#128553;&#128553;&#128553;&#128540;&#128540;&#128540;&#128540;&#128525;&#128525;&#128525;&#128525;&#128536;&#128536;
17898,18300,3,0,3,0,1,RT @Tylar____: @1stBlocJeremiah lol man bitch shutup I'm salty lowkey
16850,17235,3,0,3,0,1,RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit
21736,22200,4,0,4,0,1,These bitches really be out here on backpage hoe-ing &#128557;&#128557;&#128557; watch yo bitch she could be on there !
24511,25018,6,0,6,0,1,the bitch mob is bad for your health
6324,6505,3,1,2,0,1,@justinmiculka01 @edgarguillenjr @blakeanderson21 @jo_clark6 @dalton_ryann @cjjsanchez @delao_chris quit being a bitch
15778,16147,3,0,3,0,1,RT @JayyMfCarter: If you gotta nigga or bitch.... PLEASE STAY OUT MY DM's I'm tired of y'all taken girls
20736,21185,3,0,3,0,1,She in the mall she balling bitch buy something for me
11082,11368,3,0,2,1,1,I wish I could go to dat bitch rt
21836,22302,3,1,2,0,1,These niggas rather love these hoes then get money smh what the fuck wrong with these niggas
21133,21588,3,0,3,0,1,Spring breakkkk bitches &#128513;
13017,13336,3,0,3,0,1,"My dad talking about my dogs fetching skills ""I seen that nigga do mad shit, air bud my ass, air pussy"" &#128514;"
6461,6644,3,0,3,0,1,@kieffer_jason meet up then and stop hitching out and back your words up pussy
20623,21071,3,0,3,0,1,Say it again RT @Marcus_Supreme: Alotta you bitches standards are niggas that&#8217;s outta yall league
12861,13180,3,0,3,0,1,Miss you lil bitch @xMASON4LIFEx http://t.co/TqmMnmkCyN
9965,10237,3,1,2,0,1,I Fucken can't stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross
10415,10693,3,0,3,0,1,"I had a dumbass dr do that on a c-4, I was just like this dumb bitch"
3051,3128,3,0,3,0,1,"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all."
16543,16922,3,0,3,0,1,RT @MsAprylJ: Waka gone kill dat hoe lol
5427,5585,3,1,2,0,1,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like
1684,1719,3,0,3,0,1,"&#8220;@_nicolehayley_: @Thompson_Era ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221;

Yass! I'm glad you speak your mind to these 2faces hoes"
934,954,3,0,3,0,1,&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5
972,994,3,0,3,0,1,&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;
13293,13621,3,0,3,0,1,Nigga pee wee is a bitch
21553,22015,3,0,3,0,1,"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!"
14107,14447,3,0,3,0,1,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;
19415,19845,3,0,3,0,1,"RT @keep_ita_hunnit: Ya bitches got boddies but act like they dont count cause ya ""loved"" each other lmaoo"
21704,22168,3,0,3,0,1,"Theres a girl in your avi, you must get so many bitches"
14656,15006,6,0,6,0,1,RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;
7793,8013,3,0,3,0,1,Anytime somebody say u wan hear a funny that shit gon be trash..
3499,3592,3,0,3,0,1,@Im_Thirst I was gonna hold my tongue until I could get into another team but I couldn't do it anymore they're fuckin retarded.
10373,10651,3,0,3,0,1,"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with"
3372,3459,3,0,3,0,1,@HiPHopFeEeN old with a old wolf pussy that is
23622,24116,3,0,3,0,1,bitch can't hold herself down then she bound to drizzown.
16998,17388,3,0,3,0,1,RT @RTNBA: 0 Love for these hoes http://t.co/nFxNhHw0dJ
5558,5717,3,0,3,0,1,@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf I just said and its not Christopher it's Chris mf
21830,22296,3,0,3,0,1,These niggas be actin like bitches
15895,16264,3,0,3,0,1,RT @JustKarahn: &#8220;@what_iDO: Karahn jus called her future baby a lil shit&#128565;&#128565;&#128565;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; bitch tell the world why don't you &#128530;
5564,5723,3,0,3,0,1,@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch
9180,9436,9,0,9,0,1,Free Ballout lil bitch &#128520;&#128299;
21678,22141,3,0,2,1,1,There are some real life hoes on IG. Crazy.
14408,14751,3,0,3,0,1,RT @BlackJeezuss: bitches cant finish a 6 inch sub but want a 12 inch dick
21793,22259,6,0,6,0,1,These hoes gettin replaced soon as they start to fuck wit my cheques
2605,2664,3,0,3,0,1,@BirdieB420 lets record a song bitch right nowb
9704,9969,3,1,2,0,1,"Having a 'new boyfriend' every month doesn't mean you're gorgeous.... It means you're easy, and retarded."
24761,25274,3,0,3,0,1,you fake niggah lolol
14507,14855,3,0,3,0,1,RT @Broski5519: Lmao.. bitches hate u but still follow u...
22760,23239,3,0,3,0,1,When you tell a dark skin bitch to send you some sexy shit http://t.co/f5RUR3RkLU
1037,1060,3,0,3,0,1,&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;
21658,22121,3,0,3,0,1,"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE"
13431,13762,3,0,3,0,1,"Not 1 bit of courtesy from any of these bainbridge isl. ferry riders... Fuck em next time I think s gonna ""break down"" paybacks a bitch"
18628,19039,6,0,6,0,1,"RT @basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/n4BzYk1DH4"
8731,8975,3,0,3,0,1,Didn't know Alberta had Brampton bitches #flourish
8966,9213,3,1,2,0,1,Even the young kardashians are hoes lol
5615,5776,3,0,2,1,1,@bill_gaines @MorningJoe ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.
13430,13761,3,0,2,1,1,"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;"
6572,6757,3,0,3,0,1,@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py
18894,19313,3,0,3,0,1,RT @djMemphis10: Never hurt your Girlfriend to make a hoe happy &#128175; #djmemphis10
3252,3336,3,0,3,0,1,@Gethenian ffffffffffffuck. Baratheon rebellions are a bitch.
10602,10882,3,0,3,0,1,"I just wanna touch da bitch, fuck da bitch, Like a bud don't trust the bitch."
10497,10775,3,0,3,0,1,"I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!"
4093,4215,3,0,3,0,1,@Midnight_Snacka @Nick_504_ wigga why the fuck r u in this conversation with yo stalking ass
17536,17935,3,0,3,0,1,RT @TRAPMAMA: @_BoobieJohnson so i could catch a round with half these pussies out here
17982,18386,3,1,2,0,1,RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod
11510,11803,3,1,2,0,1,"If I were born black; 
I would have tons of kids, never work, get lots of free stuff &amp; bitch about it! 
Thank God I wasn't~What a DRAG I'd B"
21814,22280,3,0,2,1,1,These hoes they loving the crewwww &#128564;
15005,15361,3,0,3,0,1,"RT @Dipset_Kenn: RT @ToneThaMan55: RT @PAPER_CHAYSIN: I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&#8230;"
2141,2186,3,0,3,0,1,*Gigantic RT @Naezus What a big faggot. RT @MIllionDolrBaby: Chubbs bout to Earl.
2756,2824,3,0,3,0,1,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it
1801,1838,3,0,3,0,1,&#8220;@jama_jam I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol&#8221;
11090,11377,3,0,3,0,1,I wish Young Thug made past me the hookah and kept garbage ass tyga out that bitch
8753,8997,3,0,3,0,1,Dj Khaled a fool .!!! 500k for a ring for Nikki? That bitch spends a good million on her ugly ass wigs &#128514;&#128514;&#128514;
23766,24260,3,0,2,1,1,don't be surprised when I'm a bitch to you because you're always a dick towards me
8889,9135,9,3,6,0,1,Dumb bitch
22563,23039,3,0,3,0,1,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx
20830,21281,3,0,3,0,1,Shut up hoe
5105,5256,3,1,2,0,1,@Viri_BraceFacee wassup niggah
13332,13660,3,0,3,0,1,Niggas go crazy over bitches now a days &#128541; like calm yo happy ass down
20658,21106,3,0,3,0,1,See niggas they be mad and all these hoes go &#128584;
5660,5821,3,0,3,0,1,@brianholmes2700 you a drunk bitch
11647,11943,3,0,3,0,1,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;"
5705,5868,3,0,3,0,1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.
14888,15244,3,0,3,0,1,RT @DaBXkIdDjoE: Bunch of insecure bitches out here
3346,3432,3,0,2,1,1,"@Harry_Dillema @SvensTweet @wltrrr vraag t Sven,hij denkt: Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)"
385,390,3,0,3,0,1,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
19850,20291,3,0,3,0,1,RT @popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too
2538,2594,3,0,3,0,1,@Badassjae fuck no my school boring and ghetto
23447,23937,3,0,3,0,1,You working today faggot? @Pipe_Tyson
